order_id,customer_id,order_date,store_id,status
O003071,C00289,2025-07-15,S05,Completed
O003072,C00510,2024-10-24,S03,Completed
O003073,C00709,2024-06-02,S10,Completed
O003074,C00785,2025-10-13,S02,Cancelled
O003075,C00894,2025-04-12,S09,Completed
O003076,C00776,2024-02-18,S01,Completed
O003077,C00298,2025-10-15,S05,Completed
O003078,C00137,2024-02-15,S05,Completed
O003079,C00376,2025-11-05,S08,Completed
O003080,C00087,2024-10-11,S06,Completed
O003081,C00437,2025-09-19,S06,Completed
O003082,C00764,2024-03-22,S06,Completed
O003083,C00702,2024-02-13,S04,Completed
O003084,C00942,2025-12-06,S01,Completed
O003085,C00152,2024-09-29,S03,Cancelled
O003086,C01032,2025-01-28,S10,Completed
O003087,C00807,2025-08-17,S06,Completed
O003088,C00235,2024-02-27,S05,Completed
O003089,C00675,2025-07-18,S10,Completed
O003090,C00561,2024-01-01,S01,Completed
O003091,C00038,2024-08-03,S05,Completed
O003092,C01160,2024-11-12,S02,Completed
O003093,C00822,2024-08-15,S01,Completed
O003094,C00421,2025-04-17,S04,Completed
O003095,C00348,2025-04-28,S06,Completed
O003096,C01103,2025-11-01,S07,Completed
O003097,C00748,2024-10-13,S09,Completed
O003098,C00273,2025-05-25,S05,Completed
O003099,C01185,2025-07-31,S08,Completed
O003100,C00308,2025-04-02,S08,Completed
O003101,C00976,2024-04-04,S09,Completed
O003102,C00733,2025-05-07,S03,Completed
O003103,C01033,2024-05-29,S03,Completed
O003104,C00444,2024-01-23,S09,Cancelled
O003105,C01137,2024-08-02,S07,Completed
O003106,C00405,2025-02-02,S04,Completed
O003107,C00853,2025-02-13,S01,Completed
O003108,C00778,2024-05-10,S07,Completed
O003109,C00115,2024-05-27,S10,Completed
O003110,C01145,2025-01-15,S06,Completed
O003111,C00065,2024-04-18,S03,Completed
O003112,C00825,2025-07-05,S05,Completed
O003113,C00239,2024-04-30,S03,Completed
O003114,C00302,2024-10-21,S08,Completed
O003115,C00969,2024-04-29,S05,Completed
O003116,C00369,2025-03-31,S10,Completed
O003117,C00233,2025-06-13,S10,Completed
O003118,C00195,2024-06-17,S06,Completed
O003119,C00907,2025-12-10,S02,Completed
O003120,C01036,2024-05-22,S08,Completed
O003121,C00921,2024-02-06,S09,Completed
O003122,C00689,2025-11-28,S03,Completed
O003123,C00177,2024-09-17,S06,Completed
O003124,C00217,2024-08-18,S06,Completed
O003125,C01035,2024-09-10,S02,Completed
O003126,C00630,2024-11-24,S10,Completed
O003127,C00164,2024-10-23,S08,Completed
O003128,C00053,2024-01-10,S05,Cancelled
O003129,C00218,2025-03-21,S08,Completed
O003130,C00999,2024-08-17,S08,Completed
O003131,C00824,2025-06-19,S03,Cancelled
O003132,C00385,2024-03-18,S05,Returned
O003133,C00056,2025-02-28,S07,Completed
O003134,C00118,2024-07-11,S05,Completed
O003135,C00900,2025-02-04,S06,Returned
O003136,C00798,2024-04-18,S02,Completed
O003137,C00780,2024-09-19,S08,Completed
O003138,C01016,2024-11-24,S05,Completed
O003139,C00803,2024-12-28,S06,Returned
O003140,C00845,2025-01-12,S01,Completed
O003141,C00855,2024-12-06,S10,Completed
O003142,C00708,2024-09-15,S02,Completed
O003143,C01104,2024-11-30,S04,Completed
O003144,C00022,2024-03-25,S09,Returned
O003145,C00843,2025-06-05,S06,Completed
O003146,C01117,2025-07-24,S08,Completed
O003147,C00192,2024-11-03,S02,Completed
O003148,C01019,2024-09-18,S10,Completed
O003149,C01127,2025-09-22,S05,Completed
O003150,C00396,2025-11-10,S01,Completed
O003151,C01031,2025-12-01,S04,Completed
O003152,C00640,2025-03-27,S10,Completed
O003153,C01019,2024-09-07,S01,Completed
O003154,C00567,2024-11-19,S09,Completed
O003155,C00231,2024-08-16,S02,Completed
O003156,C00874,2025-12-02,S07,Cancelled
O003157,C00574,2025-09-27,S03,Completed
O003158,C00240,2025-08-18,S02,Completed
O003159,C00090,2024-10-23,S04,Completed
O003160,C00232,2025-12-27,S07,Completed
O003161,C00457,2024-08-24,S07,Returned
O003162,C00233,2025-09-16,S09,Completed
O003163,C00354,2024-08-04,S03,Completed
O003164,C01005,2024-09-02,S07,Completed
O003165,C00439,2025-03-23,S06,Completed
O003166,C00345,2024-11-14,S10,Completed
O003167,C00664,2025-03-07,S07,Completed
O003168,C00657,2025-02-07,S07,Completed
O003169,C00130,2024-02-06,S10,Returned
O003170,C00141,2025-07-29,S05,Completed
O003171,C00415,2025-12-31,S09,Returned
O003172,C01117,2024-12-07,S07,Completed
O003173,C00626,2025-01-23,S07,Completed
O003174,C00284,2024-02-03,S03,Completed
O003175,C00223,2024-02-08,S01,Completed
O003176,C00744,2025-08-01,S05,Completed
O003177,C00463,2024-07-27,S08,Completed
O003178,C01164,2024-05-31,S05,Completed
O003179,C00357,2024-12-30,S10,Completed
O003180,C01047,2024-07-17,S03,Completed
O003181,C00859,2025-08-23,S09,Completed
O003182,C00665,2024-03-19,S02,Cancelled
O003183,C01015,2025-04-21,S03,Completed
O003184,C00085,2025-03-09,S04,Completed
O003185,C00621,2024-02-01,S10,Completed
O003186,C01055,2024-03-27,S01,Completed
O003187,C00240,2025-07-04,S04,Completed
O003188,C00363,2025-01-27,S04,Completed
O003189,C00822,2025-09-04,S09,Completed
O003190,C00668,2024-08-31,S08,Completed
O003191,C00099,2024-08-19,S02,Completed
O003192,C00047,2025-08-02,S07,Completed
O003193,C00839,2024-07-10,S06,Completed
O003194,C00422,2025-06-23,S07,Completed
O003195,C00062,2024-09-26,S04,Completed
O003196,C01133,2024-03-17,S05,Completed
O003197,C01143,2024-06-15,S06,Cancelled
O003198,C01010,2024-10-10,S09,Completed
O003199,C00598,2025-12-04,S02,Completed
O003200,C00392,2024-03-29,S09,Completed
O003201,C00977,2025-06-27,S10,Completed
O003202,C01076,2025-10-10,S01,Completed
O003203,C00603,2024-06-04,S04,Completed
O003204,C00337,2024-09-06,S05,Completed
O003205,C00810,2024-04-04,S09,Cancelled
O003206,C00752,2024-01-17,S06,Completed
O003207,C01160,2024-04-26,S04,Completed
O003208,C00881,2024-11-28,S02,Completed
O003209,C00635,2025-06-05,S05,Completed
O003210,C00254,2024-03-20,S08,Completed
O003211,C01138,2025-10-07,S08,Completed
O003212,C00020,2025-03-07,S06,Completed
O003213,C00528,2024-07-21,S01,Completed
O003214,C01169,2024-04-25,S08,Completed
O003215,C00376,2024-08-07,S04,Completed
O003216,C00166,2024-09-09,S02,Completed
O003217,C00861,2024-06-17,S01,Completed
O003218,C00617,2024-11-11,S07,Completed
O003219,C00612,2025-12-17,S02,Completed
O003220,C00503,2025-01-06,S04,Completed
O003221,C00913,2025-08-05,S04,Completed
O003222,C00079,2024-06-04,S10,Completed
O003223,C00585,2025-09-05,S01,Completed
O003224,C00688,2024-01-13,S02,Completed
O003225,C00396,2025-05-22,S01,Completed
O003226,C01127,2025-04-09,S06,Completed
O003227,C00402,2024-08-07,S03,Completed
O003228,C00975,2024-01-15,S01,Completed
O003229,C00224,2024-04-26,S08,Completed
O003230,C00518,2024-11-26,S04,Completed
O003231,C00634,2024-02-25,S10,Completed
O003232,C00236,2024-12-16,S07,Cancelled
O003233,C00116,2024-05-11,S10,Completed
O003234,C01187,2024-08-13,S02,Completed
O003235,C00226,2024-11-03,S06,Completed
O003236,C00230,2025-04-19,S06,Cancelled
O003237,C00182,2024-08-09,S07,Completed
O003238,C00210,2024-06-21,S01,Completed
O003239,C00096,2024-12-05,S01,Completed
O003240,C00894,2025-05-20,S02,Completed
O003241,C00756,2024-06-05,S02,Completed
O003242,C01110,2024-05-30,S05,Completed
O003243,C00415,2025-11-27,S01,Completed
O003244,C00394,2024-06-26,S02,Completed
O003245,C00696,2025-06-16,S06,Completed
O003246,C00844,2024-04-21,S03,Completed
O003247,C00604,2025-11-13,S04,Completed
O003248,C00582,2024-05-17,S01,Completed
O003249,C00133,2024-08-20,S05,Completed
O003250,C00791,2024-11-27,S04,Completed
O003251,C00649,2025-06-25,S08,Completed
O003252,C00221,2024-11-02,S03,Completed
O003253,C00976,2024-06-09,S10,Completed
O003254,C01070,2025-02-05,S01,Cancelled
O003255,C00788,2025-08-12,S10,Completed
O003256,C00691,2024-10-04,S05,Completed
O003257,C00039,2024-11-15,S01,Completed
O003258,C00690,2025-06-16,S05,Completed
O003259,C00162,2025-05-11,S09,Cancelled
O003260,C01128,2024-12-28,S05,Completed
O003261,C00161,2025-01-06,S02,Completed
O003262,C01078,2025-10-16,S02,Completed
O003263,C01058,2024-02-05,S10,Completed
O003264,C00242,2024-10-29,S09,Completed
O003265,C00967,2025-03-13,S05,Completed
O003266,C00890,2025-12-26,S08,Completed
O003267,C00113,2024-02-01,S10,Cancelled
O003268,C01014,2024-07-04,S04,Completed
O003269,C00318,2024-06-22,S02,Completed
O003270,C00023,2025-07-19,S04,Completed
O003271,C00824,2025-11-03,S04,Completed
O003272,C01142,2024-09-06,S09,Completed
O003273,C00701,2024-10-05,S10,Completed
O003274,C01019,2025-11-13,S06,Completed
O003275,C01137,2025-11-25,S10,Completed
O003276,C01068,2024-01-02,S06,Completed
O003277,C00128,2024-07-12,S05,Completed
O003278,C00876,2024-06-14,S06,Completed
O003279,C00158,2024-04-19,S01,Completed
O003280,C00827,2025-01-14,S05,Completed
O003281,C00852,2025-08-05,S06,Completed
O003282,C00512,2025-11-06,S08,Completed
O003283,C00045,2024-10-11,S04,Completed
O003284,C01132,2025-02-24,S05,Completed
O003285,C00219,2024-04-22,S04,Completed
O003286,C00443,2024-08-15,S07,Completed
O003287,C00315,2025-04-15,S10,Cancelled
O003288,C00177,2025-06-11,S06,Completed
O003289,C00228,2025-05-10,S04,Completed
O003290,C00267,2024-01-31,S06,Cancelled
O003291,C00870,2024-06-10,S04,Cancelled
O003292,C00838,2025-12-05,S08,Completed
O003293,C00489,2025-12-22,S03,Completed
O003294,C00702,2025-01-12,S08,Returned
O003295,C00687,2025-03-21,S02,Completed
O003296,C00996,2025-03-02,S06,Completed
O003297,C00357,2025-11-26,S08,Completed
O003298,C00872,2025-05-18,S01,Completed
O003299,C00204,2025-06-10,S06,Completed
O003300,C00552,2025-12-21,S09,Completed
O003301,C00323,2025-11-14,S10,Completed
O003302,C00594,2025-06-15,S10,Completed
O003303,C00181,2025-08-04,S02,Completed
O003304,C00499,2025-06-03,S01,Completed
O003305,C00083,2024-02-03,S02,Completed
O003306,C00303,2025-11-21,S05,Completed
O003307,C00262,2025-05-04,S06,Completed
O003308,C00784,2025-09-11,S01,Completed
O003309,C00914,2025-02-26,S07,Completed
O003310,C00692,2025-04-12,S04,Completed
O003311,C00944,2024-01-24,S09,Completed
O003312,C00683,2024-08-03,S06,Completed
O003313,C00689,2024-02-24,S09,Completed
O003314,C00396,2024-01-26,S01,Completed
O003315,C01162,2024-10-07,S04,Completed
O003316,C00839,2024-11-22,S02,Completed
O003317,C00878,2024-07-04,S06,Completed
O003318,C00823,2025-05-09,S04,Completed
O003319,C01153,2024-01-12,S09,Completed
O003320,C00049,2025-10-02,S03,Completed
O003321,C00789,2025-03-09,S01,Completed
O003322,C00293,2024-07-26,S01,Completed
O003323,C00536,2024-05-12,S09,Completed
O003324,C00311,2024-12-04,S09,Completed
O003325,C00537,2024-07-14,S05,Returned
O003326,C00639,2024-09-18,S02,Completed
O003327,C00234,2024-10-08,S09,Completed
O003328,C00605,2025-01-03,S08,Completed
O003329,C00094,2024-04-12,S10,Completed
O003330,C00327,2025-09-23,S10,Completed
O003331,C00225,2024-07-01,S06,Returned
O003332,C00967,2025-02-26,S07,Completed
O003333,C00890,2024-01-09,S06,Completed
O003334,C00011,2025-07-10,S05,Completed
O003335,C01036,2024-08-31,S04,Completed
O003336,C00035,2025-09-15,S07,Completed
O003337,C00447,2025-07-20,S04,Completed
O003338,C00441,2025-01-27,S10,Returned
O003339,C00653,2025-06-10,S10,Completed
O003340,C00595,2024-02-06,S10,Completed
O003341,C00229,2024-06-26,S09,Completed
O003342,C00344,2025-09-30,S05,Completed
O003343,C01104,2025-09-20,S08,Completed
O003344,C00989,2024-03-12,S06,Completed
O003345,C01152,2024-12-17,S04,Completed
O003346,C00909,2025-09-14,S03,Cancelled
O003347,C00527,2024-05-28,S06,Completed
O003348,C00075,2025-11-27,S01,Completed
O003349,C00196,2024-04-14,S02,Completed
O003350,C00029,2025-10-20,S07,Completed
O003351,C00706,2024-08-08,S04,Returned
O003352,C01021,2025-01-08,S05,Returned
O003353,C00016,2025-06-01,S10,Completed
O003354,C00805,2024-09-16,S01,Completed
O003355,C00940,2024-10-25,S02,Cancelled
O003356,C00967,2024-02-11,S04,Completed
O003357,C01101,2025-05-06,S08,Completed
O003358,C00229,2025-03-14,S10,Completed
O003359,C00962,2024-02-16,S04,Completed
O003360,C00715,2024-03-25,S03,Completed
O003361,C00984,2025-11-16,S03,Completed
O003362,C00573,2024-02-27,S05,Completed
O003363,C00615,2025-12-11,S03,Completed
O003364,C00326,2024-07-27,S08,Completed
O003365,C00875,2024-09-04,S05,Completed
O003366,C00359,2024-07-29,S07,Completed
O003367,C00324,2024-02-08,S08,Completed
O003368,C00165,2024-09-08,S05,Cancelled
O003369,C00798,2025-10-04,S08,Completed
O003370,C00455,2025-02-16,S03,Cancelled
O003371,C01177,2025-03-21,S07,Completed
O003372,C01151,2024-02-21,S08,Completed
O003373,C00193,2025-01-08,S07,Completed
O003374,C00627,2025-06-09,S02,Completed
O003375,C00530,2024-06-04,S08,Returned
O003376,C01034,2025-06-25,S06,Completed
O003377,C00092,2024-03-30,S10,Completed
O003378,C00139,2025-11-09,S03,Completed
O003379,C00481,2024-12-16,S04,Cancelled
O003380,C00449,2024-03-09,S07,Completed
O003381,C00869,2024-06-11,S03,Completed
O003382,C00340,2024-08-29,S01,Completed
O003383,C01076,2025-05-09,S06,Completed
O003384,C00466,2025-01-17,S03,Completed
O003385,C00718,2024-02-21,S10,Completed
O003386,C00799,2025-10-15,S06,Completed
O003387,C00475,2024-03-03,S10,Completed
O003388,C00401,2025-05-23,S03,Cancelled
O003389,C00605,2024-10-18,S06,Completed
O003390,C00932,2024-03-31,S04,Completed
O003391,C00997,2025-10-25,S04,Completed
O003392,C00922,2025-02-27,S10,Completed
O003393,C00821,2025-10-30,S10,Completed
O003394,C00657,2024-12-30,S02,Completed
O003395,C00598,2024-05-29,S04,Completed
O003396,C01177,2024-09-27,S04,Completed
O003397,C00514,2025-08-03,S07,Completed
O003398,C01030,2024-04-25,S05,Completed
O003399,C00500,2025-12-04,S08,Completed
O003400,C00717,2025-05-30,S07,Returned
O003401,C01142,2025-08-09,S10,Completed
O003402,C00601,2024-08-28,S09,Completed
O003403,C00666,2024-01-30,S08,Completed
O003404,C00468,2024-05-22,S09,Completed
O003405,C00161,2024-11-21,S01,Cancelled
O003406,C00270,2025-11-25,S10,Completed
O003407,C01080,2024-01-16,S03,Completed
O003408,C00228,2024-04-20,S05,Completed
O003409,C00849,2025-12-13,S09,Completed
O003410,C00149,2024-04-16,S08,Completed
O003411,C01070,2025-01-13,S10,Completed
O003412,C01168,2024-06-10,S07,Completed
O003413,C00632,2024-10-09,S02,Completed
O003414,C00413,2024-09-25,S06,Completed
O003415,C00520,2025-04-28,S04,Returned
O003416,C00387,2025-10-28,S05,Completed
O003417,C00275,2024-03-13,S05,Completed
O003418,C00353,2024-07-15,S04,Completed
O003419,C01090,2024-08-30,S04,Completed
O003420,C01103,2025-08-20,S04,Completed
O003421,C00598,2024-09-15,S02,Completed
O003422,C00558,2024-05-28,S01,Completed
O003423,C00113,2025-01-24,S02,Completed
O003424,C01115,2025-02-19,S07,Completed
O003425,C00141,2025-03-01,S01,Completed
O003426,C00730,2025-12-02,S06,Completed
O003427,C00589,2024-08-04,S04,Completed
O003428,C00411,2024-03-26,S02,Completed
O003429,C00377,2024-08-03,S03,Completed
O003430,C01176,2025-02-26,S07,Completed
O003431,C00751,2024-11-15,S06,Returned
O003432,C00627,2024-04-27,S06,Completed
O003433,C00995,2025-02-18,S08,Returned
O003434,C00703,2025-08-21,S08,Completed
O003435,C00462,2024-02-09,S06,Completed
O003436,C00012,2024-06-09,S01,Completed
O003437,C01180,2025-12-03,S10,Completed
O003438,C00477,2025-06-20,S07,Cancelled
O003439,C00939,2025-02-23,S08,Completed
O003440,C00401,2025-10-25,S05,Completed
O003441,C00808,2024-04-04,S04,Completed
O003442,C00177,2025-03-17,S07,Completed
O003443,C00057,2025-07-11,S06,Completed
O003444,C00448,2025-10-11,S06,Completed
O003445,C00203,2025-04-10,S03,Completed
O003446,C00738,2024-10-14,S10,Completed
O003447,C00202,2025-11-06,S04,Completed
O003448,C00363,2025-02-15,S05,Completed
O003449,C00892,2025-02-03,S09,Completed
O003450,C00454,2025-06-11,S08,Completed
O003451,C00356,2024-01-18,S03,Completed
O003452,C00216,2024-05-15,S06,Cancelled
O003453,C00972,2025-04-08,S10,Completed
O003454,C00555,2024-09-04,S01,Returned
O003455,C00887,2025-12-10,S03,Completed
O003456,C00023,2024-01-01,S10,Completed
O003457,C00155,2025-12-02,S07,Completed
O003458,C00249,2025-01-15,S07,Completed
O003459,C00749,2025-05-23,S02,Completed
O003460,C00805,2025-04-04,S03,Completed
O003461,C00134,2025-05-19,S07,Cancelled
O003462,C00321,2025-04-20,S06,Completed
O003463,C00390,2025-07-10,S07,Completed
O003464,C00434,2024-02-01,S10,Completed
O003465,C01046,2024-04-27,S09,Returned
O003466,C00873,2024-07-02,S08,Completed
O003467,C01149,2024-07-09,S06,Completed
O003468,C01103,2025-12-28,S04,Completed
O003469,C00858,2024-03-14,S10,Completed
O003470,C00051,2025-09-14,S09,Completed
O003471,C00176,2024-04-12,S07,Completed
O003472,C00870,2025-08-08,S05,Completed
O003473,C00253,2025-02-23,S02,Completed
O003474,C00966,2025-04-17,S09,Cancelled
O003475,C00739,2024-04-23,S07,Completed
O003476,C01130,2025-01-13,S09,Returned
O003477,C00302,2024-11-08,S09,Completed
O003478,C00548,2024-11-25,S10,Completed
O003479,C00716,2024-12-04,S05,Completed
O003480,C00779,2024-08-25,S07,Completed
O003481,C00268,2024-06-21,S05,Returned
O003482,C01194,2024-03-19,S03,Completed
O003483,C01010,2025-04-08,S10,Completed
O003484,C00551,2025-08-27,S08,Returned
O003485,C01165,2025-05-15,S08,Completed
O003486,C01170,2025-07-15,S09,Completed
O003487,C00314,2024-10-11,S06,Completed
O003488,C00184,2024-08-10,S02,Completed
O003489,C00713,2025-08-15,S03,Completed
O003490,C00128,2024-09-22,S10,Completed
O003491,C00700,2025-10-28,S06,Completed
O003492,C00386,2025-01-07,S01,Completed
O003493,C00271,2024-08-20,S02,Completed
O003494,C00811,2024-08-23,S08,Completed
O003495,C00415,2025-11-01,S08,Completed
O003496,C00198,2024-11-09,S06,Completed
O003497,C01080,2025-01-14,S03,Completed
O003498,C00831,2025-09-05,S02,Completed
O003499,C00628,2025-07-16,S06,Completed
O003500,C00604,2025-02-23,S01,Completed
O003501,C01162,2024-02-21,S10,Completed
O003502,C01081,2025-12-21,S06,Completed
O003503,C01010,2025-10-04,S09,Cancelled
O003504,C00071,2025-05-23,S07,Completed
O003505,C00911,2024-07-23,S09,Completed
O003506,C00594,2025-12-31,S02,Cancelled
O003507,C00600,2024-09-13,S05,Completed
O003508,C00514,2024-07-03,S09,Completed
O003509,C00084,2024-05-24,S07,Completed
O003510,C00994,2025-11-20,S09,Completed
O003511,C01067,2024-01-14,S06,Completed
O003512,C00839,2024-09-02,S07,Completed
O003513,C00606,2024-07-05,S10,Completed
O003514,C00810,2024-12-02,S05,Returned
O003515,C00133,2024-09-15,S06,Returned
O003516,C01089,2024-02-09,S01,Completed
O003517,C00290,2025-08-23,S01,Completed
O003518,C00376,2025-09-28,S02,Completed
O003519,C00769,2025-02-21,S04,Completed
O003520,C00467,2024-12-16,S09,Completed
O003521,C01172,2024-01-09,S07,Completed
O003522,C00471,2024-12-15,S06,Completed
O003523,C00149,2024-03-24,S01,Completed
O003524,C00088,2025-06-16,S05,Completed
O003525,C00396,2024-12-23,S04,Completed
O003526,C00790,2025-01-12,S05,Completed
O003527,C01106,2024-06-20,S09,Completed
O003528,C00865,2024-01-25,S03,Completed
O003529,C00024,2025-01-27,S04,Returned
O003530,C00956,2024-04-12,S08,Completed
O003531,C00311,2025-12-02,S03,Completed
O003532,C00664,2024-08-23,S03,Completed
O003533,C00438,2025-02-13,S09,Completed
O003534,C00706,2025-07-02,S05,Completed
O003535,C00422,2024-11-27,S10,Completed
O003536,C00321,2025-10-25,S01,Completed
O003537,C00587,2025-06-15,S07,Completed
O003538,C00947,2025-10-10,S07,Completed
O003539,C01187,2024-01-29,S06,Completed
O003540,C01189,2025-06-26,S06,Completed
O003541,C00849,2024-01-19,S03,Completed
O003542,C00042,2024-05-27,S03,Completed
O003543,C00939,2025-04-15,S10,Completed
O003544,C00387,2025-05-05,S09,Completed
O003545,C01162,2024-10-09,S01,Completed
O003546,C00910,2025-11-05,S07,Completed
O003547,C00716,2024-04-22,S10,Completed
O003548,C00431,2025-03-30,S07,Completed
O003549,C00554,2025-10-23,S08,Cancelled
O003550,C00800,2024-11-25,S06,Completed
O003551,C00426,2024-09-11,S08,Completed
O003552,C00026,2025-08-21,S01,Completed
O003553,C00385,2025-02-02,S01,Completed
O003554,C00056,2025-09-01,S09,Completed
O003555,C00634,2025-05-22,S04,Cancelled
O003556,C00106,2025-10-05,S03,Completed
O003557,C01154,2025-04-10,S06,Completed
O003558,C00849,2025-02-10,S10,Completed
O003559,C00670,2025-08-31,S09,Completed
O003560,C00376,2024-04-07,S10,Completed
O003561,C00743,2024-10-16,S04,Completed
O003562,C00967,2025-10-18,S09,Completed
O003563,C00308,2024-06-04,S05,Cancelled
O003564,C00091,2024-06-10,S07,Completed
O003565,C00802,2025-09-15,S03,Completed
O003566,C00110,2025-11-27,S03,Completed
O003567,C00585,2025-12-17,S03,Completed
O003568,C00340,2024-04-06,S08,Completed
O003569,C00979,2025-01-11,S06,Completed
O003570,C00356,2025-07-20,S09,Completed
O003571,C00168,2025-03-25,S09,Completed
O003572,C00557,2024-04-26,S08,Completed
O003573,C00905,2025-08-27,S01,Completed
O003574,C00105,2025-12-16,S06,Completed
O003575,C00150,2025-05-20,S04,Completed
O003576,C00146,2024-07-07,S04,Completed
O003577,C00716,2025-04-20,S03,Completed
O003578,C00874,2024-11-18,S09,Completed
O003579,C00299,2025-08-18,S02,Completed
O003580,C01191,2024-06-28,S01,Completed
O003581,C00646,2024-06-29,S10,Completed
O003582,C00723,2025-11-23,S03,Completed
O003583,C01072,2024-10-13,S04,Completed
O003584,C00638,2025-04-19,S04,Completed
O003585,C00239,2025-09-09,S06,Completed
O003586,C01031,2025-10-02,S01,Completed
O003587,C00464,2024-09-18,S01,Completed
O003588,C00453,2025-06-06,S02,Returned
O003589,C00784,2024-06-10,S04,Completed
O003590,C00897,2025-05-01,S07,Completed
O003591,C00371,2024-06-29,S06,Completed
O003592,C00487,2025-12-25,S09,Completed
O003593,C00165,2025-04-13,S07,Completed
O003594,C01149,2024-01-21,S05,Completed
O003595,C00192,2024-10-01,S06,Completed
O003596,C00730,2024-09-16,S10,Completed
O003597,C00214,2024-11-28,S09,Completed
O003598,C00574,2025-04-10,S01,Completed
O003599,C00957,2024-04-25,S09,Completed
O003600,C00381,2025-02-16,S06,Completed
O003601,C00673,2025-06-20,S04,Completed
O003602,C00798,2025-12-23,S05,Completed
O003603,C00239,2024-09-13,S01,Completed
O003604,C00700,2024-06-16,S07,Completed
O003605,C01106,2025-06-16,S08,Completed
O003606,C00505,2025-08-20,S05,Returned
O003607,C00202,2024-01-15,S02,Completed
O003608,C00920,2024-02-19,S08,Returned
O003609,C00037,2024-10-30,S10,Completed
O003610,C00644,2025-05-01,S07,Completed
O003611,C00765,2025-02-19,S10,Completed
O003612,C00706,2024-10-31,S09,Completed
O003613,C01200,2024-07-14,S04,Cancelled
O003614,C00545,2025-01-22,S09,Completed
O003615,C00540,2025-03-30,S04,Completed
O003616,C01017,2025-12-13,S03,Completed
O003617,C00394,2025-12-05,S03,Completed
O003618,C00833,2025-10-19,S10,Returned
O003619,C01066,2024-11-05,S02,Completed
O003620,C00597,2024-05-06,S10,Completed
O003621,C00393,2024-06-23,S03,Completed
O003622,C00700,2024-05-13,S08,Returned
O003623,C00441,2024-03-06,S08,Completed
O003624,C00918,2025-01-27,S02,Returned
O003625,C00320,2024-12-30,S02,Completed
O003626,C00553,2024-10-05,S02,Completed
O003627,C01095,2024-12-28,S10,Completed
O003628,C00568,2024-06-19,S07,Completed
O003629,C00919,2024-02-20,S06,Completed
O003630,C00236,2024-11-23,S01,Completed
O003631,C00987,2025-10-26,S02,Completed
O003632,C01186,2025-08-14,S01,Completed
O003633,C01033,2024-05-24,S07,Completed
O003634,C00060,2024-09-30,S06,Completed
O003635,C00893,2024-06-03,S02,Completed
O003636,C00225,2025-05-22,S02,Completed
O003637,C00700,2024-12-28,S02,Completed
O003638,C00582,2024-11-20,S08,Cancelled
O003639,C00994,2025-10-16,S07,Completed
O003640,C00169,2024-10-24,S01,Completed
O003641,C01086,2025-05-08,S04,Completed
O003642,C00014,2025-06-29,S04,Completed
O003643,C00164,2024-10-30,S07,Completed
O003644,C00757,2025-04-11,S02,Completed
O003645,C01052,2024-08-26,S04,Completed
O003646,C00446,2025-10-11,S01,Completed
O003647,C00716,2025-05-31,S04,Completed
O003648,C00976,2024-06-24,S01,Completed
O003649,C00819,2025-02-13,S02,Returned
O003650,C00104,2025-12-26,S02,Cancelled
O003651,C00742,2024-12-29,S10,Completed
O003652,C00426,2024-01-23,S03,Completed
O003653,C01125,2024-11-13,S08,Completed
O003654,C00639,2025-06-08,S06,Completed
O003655,C00850,2024-10-02,S06,Completed
O003656,C01130,2025-08-26,S09,Completed
O003657,C00769,2025-09-11,S08,Completed
O003658,C00277,2024-08-16,S02,Completed
O003659,C01089,2025-10-25,S06,Completed
O003660,C00900,2024-04-17,S01,Completed
O003661,C00188,2024-06-24,S09,Completed
O003662,C01162,2024-11-15,S04,Completed
O003663,C00105,2024-10-12,S04,Returned
O003664,C00546,2024-11-24,S09,Completed
O003665,C00380,2025-10-18,S03,Completed
O003666,C00110,2024-12-21,S05,Completed
O003667,C00545,2024-01-14,S01,Completed
O003668,C00354,2024-10-01,S06,Completed
O003669,C00743,2024-03-11,S03,Completed
O003670,C00317,2024-07-13,S01,Completed
O003671,C01089,2025-06-06,S10,Completed
O003672,C00333,2024-04-15,S06,Completed
O003673,C01157,2024-07-14,S10,Completed
O003674,C00592,2024-05-24,S02,Completed
O003675,C00783,2024-12-15,S08,Completed
O003676,C00540,2025-02-27,S02,Completed
O003677,C00735,2025-04-15,S04,Returned
O003678,C00621,2025-11-16,S03,Completed
O003679,C00619,2024-08-03,S09,Completed
O003680,C00909,2024-04-02,S02,Completed
O003681,C00992,2024-09-16,S03,Completed
O003682,C00099,2025-07-28,S07,Completed
O003683,C00317,2025-06-24,S04,Completed
O003684,C00123,2024-10-11,S06,Completed
O003685,C00799,2025-04-28,S03,Completed
O003686,C00457,2025-01-06,S01,Completed
O003687,C00522,2024-03-10,S06,Returned
O003688,C00520,2025-01-13,S04,Completed
O003689,C00917,2024-10-05,S02,Completed
O003690,C00717,2024-10-28,S07,Completed
O003691,C00315,2024-09-11,S10,Completed
O003692,C00709,2025-11-14,S05,Completed
O003693,C00710,2025-11-22,S06,Completed
O003694,C01044,2024-09-20,S06,Completed
O003695,C00560,2025-11-25,S09,Completed
O003696,C00969,2025-12-17,S02,Completed
O003697,C01154,2025-02-27,S06,Completed
O003698,C01156,2024-07-31,S09,Completed
O003699,C00356,2025-11-01,S04,Completed
O003700,C01078,2024-04-09,S06,Completed
O003701,C00890,2024-04-21,S07,Completed
O003702,C00793,2024-11-03,S01,Cancelled
