order_item_id,order_id,product_id,quantity,discount
LI006514,O001364,P0087,1.0,0.177
LI006515,O001011,P0088,1.0,0.049
LI006516,O004812,P0097,2.0,0.116
LI006517,O001257,P0094,1.0,0.175
LI006518,O001128,P0038,1.0,0.004
LI006519,O001024,P0107,1.0,0.195
LI006520,O003695,P0066,4.0,0.237
LI006521,O002785,P0040,3.0,0.02
LI006522,O004317,P0022,1.0,0.225
LI006523,O006082,P0075,3.0,0.116
LI006524,O001050,P0063,1.0,0.129
LI006525,O005184,P0059,4.0,0.21
LI006526,O002302,P0076,4.0,0.147
LI006527,O004922,P0019,3.0,0.088
LI006528,O001155,P0020,4.0,0.183
LI006529,O000030,P0119,2.0,0.035
LI006530,O000787,P0073,5.0,0.167
LI006531,O004106,P0043,5.0,0.194
LI006532,O003161,P0058,1.0,0.084
LI006533,O001171,P0082,4.0,0.243
LI006534,O003199,P0105,5.0,0.16
LI006535,O002746,P0111,3.0,0.024
LI006536,O006268,P0054,3.0,0.242
LI006537,O005739,P0082,3.0,0.186
LI006538,O001365,P0040,1.0,0.174
LI006539,O001542,P0100,5.0,0.063
LI006540,O004147,P0027,5.0,0.118
LI006541,O004494,P0013,5.0,0.225
LI006542,O000314,P0047,3.0,0.077
LI006543,O002696,P0072,3.0,0.106
LI006544,O004610,P0112,1.0,0.064
LI006545,O000530,P0107,2.0,0.054
LI006546,O005881,P0023,5.0,0.011
LI006547,O005860,P0119,1.0,0.184
LI006548,O004956,P0059,3.0,0.023
LI006549,O002467,P0077,2.0,0.133
LI006550,O002242,P0007,4.0,0.012
LI006551,O000312,P0050,2.0,0.246
LI006552,O000996,P0104,1.0,0.177
LI006553,O005419,P0066,2.0,0.158
LI006554,O002524,P0003,3.0,0.047
LI006555,O002632,P0106,2.0,0.132
LI006556,O006261,P0039,3.0,0.126
LI006557,O000264,P0087,2.0,0.09
LI006558,O003853,P0007,1.0,0.039
LI006559,O005639,P0068,4.0,0.092
LI006560,O000021,P0117,5.0,0.152
LI006561,O002525,P0055,2.0,0.122
LI006562,O004645,P0008,4.0,0.143
LI006563,O001197,P0032,2.0,0.143
LI006564,O005044,P0019,4.0,0.061
LI006565,O005117,P0118,3.0,0.028
LI006566,O003134,P0012,4.0,0.13
LI006567,O000206,P0057,5.0,0.223
LI006568,O001637,P0010,4.0,0.249
LI006569,O000631,P0078,5.0,0.196
LI006570,O002227,P0091,5.0,0.055
LI006571,O002390,P0108,4.0,0.158
LI006572,O004536,P0021,5.0,0.06
LI006573,O001099,P0020,5.0,0.144
LI006574,O000290,P0004,3.0,0.12
LI006575,O002605,P0019,1.0,0.095
LI006576,O000208,P0029,3.0,0.16
LI006577,O003815,P0071,1.0,0.214
LI006578,O000272,P0064,1.0,0.084
LI006579,O003679,P0117,3.0,0.122
LI006580,O000415,P0097,5.0,0.114
LI006581,O003469,P0072,3.0,0.062
LI006582,O004480,P0011,5.0,0.105
LI006583,O001285,P0033,3.0,0.005
LI006584,O004987,P0025,3.0,0.129
LI006585,O001663,P0033,2.0,0.18
LI006586,O004015,P0100,4.0,0.092
LI006587,O001042,P0026,3.0,0.187
LI006588,O004091,P0036,4.0,0.188
LI006589,O002295,P0011,5.0,0.246
LI006590,O003714,P0030,2.0,0.136
LI006591,O005416,P0057,2.0,0.101
LI006592,O002462,P0097,1.0,0.16
LI006593,O001344,P0010,4.0,0.157
LI006594,O005674,P0093,2.0,0.247
LI006595,O002763,P0025,5.0,0.177
LI006596,O005813,P0096,1.0,0.077
LI006597,O005981,P0068,2.0,0.047
LI006598,O002229,P0119,5.0,0.198
LI006599,O003368,P0057,4.0,0.045
LI006600,O005776,P0103,5.0,0.157
LI006601,O000944,P0034,5.0,0.033
LI006602,O004989,P0086,5.0,0.18
LI006603,O004157,P0077,3.0,0.196
LI006604,O004060,P0054,2.0,0.248
LI006605,O005329,P0051,5.0,0.239
LI006606,O000166,P0100,1.0,0.178
LI006607,O001906,P0006,3.0,0.069
LI006608,O003057,P0059,5.0,0.011
LI006609,O001324,P0054,5.0,0.139
LI006610,O004751,P0017,2.0,0.191
LI006611,O000351,P0026,3.0,0.003
LI006612,O002311,P0088,5.0,0.131
LI006613,O006268,P0009,5.0,0.221
LI006614,O003310,P0002,4.0,0.159
LI006615,O005662,P0020,1.0,0.171
LI006616,O000932,P0091,1.0,0.119
LI006617,O003839,P0006,2.0,0.236
LI006618,O006001,P0114,3.0,0.094
LI006619,O001114,P0091,5.0,0.095
LI006620,O002187,P0119,3.0,0.129
LI006621,O001990,P0118,2.0,0.146
LI006622,O001386,P0088,4.0,0.134
LI006623,O003485,P0079,2.0,0.205
LI006624,O001117,P0055,1.0,0.209
LI006625,O000134,P0048,4.0,0.033
LI006626,O003952,P0058,5.0,0.149
LI006627,O001228,P0097,2.0,0.246
LI006628,O005968,P0042,3.0,0.15
LI006629,O003110,P0074,3.0,0.172
LI006630,O005114,P0021,1.0,0.215
LI006631,O002505,P0006,1.0,0.217
LI006632,O003606,P0030,1.0,0.004
LI006633,O001882,P0023,1.0,0.06
LI006634,O004534,P0036,5.0,0.216
LI006635,O000680,P0110,4.0,0.167
LI006636,O002695,P0113,1.0,0.158
LI006637,O002670,P0003,2.0,0.215
LI006638,O001248,P0090,5.0,0.202
LI006639,O001192,P0034,4.0,0.188
LI006640,O001131,P0030,5.0,0.012
LI006641,O001404,P0082,3.0,0.195
LI006642,O002072,P0081,5.0,0.05
LI006643,O005631,P0109,5.0,0.007
LI006644,O001331,P0115,3.0,0.123
LI006645,O005031,P0042,3.0,0.236
LI006646,O001382,P0021,3.0,0.222
LI006647,O000370,P0118,5.0,0.246
LI006648,O005093,P0088,3.0,0.062
LI006649,O003795,P0004,1.0,0.174
LI006650,O006315,P0049,2.0,0.014
LI006651,O005701,P0048,2.0,0.201
LI006652,O006366,P0089,3.0,0.131
LI006653,O002491,P0051,4.0,0.249
LI006654,O001177,P0024,5.0,0.06
LI006655,O000376,P0046,2.0,0.196
LI006656,O006425,P0116,1.0,0.043
LI006657,O002761,P0027,4.0,0.072
LI006658,O003291,P0095,4.0,0.074
LI006659,O001944,P0111,1.0,0.144
LI006660,O000958,P0051,5.0,0.091
LI006661,O000811,P0099,5.0,0.11
LI006662,O004923,P0116,3.0,0.13
LI006663,O005942,P0020,1.0,0.014
LI006664,O001534,P0080,1.0,0.166
LI006665,O004431,P0095,1.0,0.162
LI006666,O000410,P0071,3.0,0.241
LI006667,O000054,P0018,2.0,0.033
LI006668,O004797,P0008,5.0,0.008
LI006669,O005854,P0027,3.0,0.033
LI006670,O001099,P0014,3.0,0.106
LI006671,O002397,P0018,3.0,0.053
LI006672,O000975,P0065,1.0,0.054
LI006673,O004489,P0120,3.0,0.217
LI006674,O004650,P0031,2.0,0.081
LI006675,O002895,P0020,4.0,0.104
LI006676,O006225,P0070,3.0,0.171
LI006677,O003280,P0045,2.0,0.085
LI006678,O004922,P0001,1.0,0.139
LI006679,O004840,P0019,4.0,0.131
LI006680,O005567,P0039,5.0,0.065
LI006681,O002225,P0119,5.0,0.179
LI006682,O002559,P0027,1.0,0.209
LI006683,O003691,P0056,1.0,0.196
LI006684,O000139,P0016,5.0,0.099
LI006685,O003174,P0078,1.0,0.233
LI006686,O002521,P0098,5.0,0.225
LI006687,O005942,P0007,1.0,0.067
LI006688,O004638,P0020,5.0,0.031
LI006689,O002242,P0031,2.0,0.223
LI006690,O005953,P0086,1.0,0.186
LI006691,O003828,P0084,5.0,0.078
LI006692,O001338,P0079,1.0,0.076
LI006693,O004090,P0025,5.0,0.081
LI006694,O005817,P0110,5.0,0.215
LI006695,O002853,P0001,4.0,0.06
LI006696,O002295,P0017,1.0,0.163
LI006697,O002678,P0080,2.0,0.209
LI006698,O000073,P0101,3.0,0.097
LI006699,O002879,P0085,3.0,0.015
LI006700,O002142,P0027,1.0,0.19
LI006701,O004531,P0120,5.0,0.005
LI006702,O001807,P0119,5.0,0.208
LI006703,O002046,P0099,2.0,0.09
LI006704,O003503,P0024,1.0,0.2
LI006705,O004553,P0062,3.0,0.136
LI006706,O003502,P0052,2.0,0.09
LI006707,O002277,P0051,1.0,0.225
LI006708,O002078,P0066,1.0,0.192
LI006709,O001649,P0057,1.0,0.02
LI006710,O000335,P0110,4.0,0.233
LI006711,O004756,P0055,2.0,0.117
LI006712,O004665,P0053,1.0,0.037
LI006713,O004273,P0089,2.0,0.193
LI006714,O002872,P0019,3.0,0.129
LI006715,O002616,P0109,1.0,0.168
LI006716,O004873,P0013,5.0,0.174
LI006717,O005357,P0029,1.0,0.049
LI006718,O005398,P0096,1.0,0.243
LI006719,O004173,P0006,2.0,0.026
LI006720,O000933,P0120,2.0,0.151
LI006721,O000636,P0073,4.0,0.037
LI006722,O005774,P0116,1.0,0.219
LI006723,O003230,P0001,3.0,0.043
LI006724,O001191,P0024,2.0,0.11
LI006725,O005509,P0074,4.0,0.022
LI006726,O000012,P0099,5.0,0.112
LI006727,O004003,P0006,5.0,0.001
LI006728,O006313,P0048,4.0,0.111
LI006729,O004927,P0020,5.0,0.172
LI006730,O001450,P0102,1.0,0.046
LI006731,O000449,P0076,2.0,0.138
LI006732,O002497,P0067,3.0,0.119
LI006733,O005886,P0055,5.0,0.084
LI006734,O000427,P0018,1.0,0.168
LI006735,O000916,P0021,2.0,0.249
LI006736,O003170,P0099,1.0,0.234
LI006737,O004727,P0064,1.0,0.243
LI006738,O004322,P0037,2.0,0.005
LI006739,O000447,P0019,5.0,0.064
LI006740,O001911,P0089,5.0,0.231
LI006741,O003736,P0056,1.0,0.012
LI006742,O005596,P0062,4.0,0.091
LI006743,O002251,P0018,5.0,0.163
LI006744,O004771,P0104,1.0,0.246
LI006745,O005417,P0030,3.0,0.069
LI006746,O002682,P0056,3.0,0.191
LI006747,O006160,P0106,4.0,0.165
LI006748,O001402,P0115,1.0,0.153
LI006749,O003408,P0042,3.0,0.186
LI006750,O001044,P0053,5.0,0.063
LI006751,O005364,P0098,1.0,0.085
LI006752,O005364,P0074,4.0,0.14
LI006753,O003019,P0086,4.0,0.11
LI006754,O000392,P0050,5.0,0.18
LI006755,O004820,P0004,3.0,0.2
LI006756,O005985,P0063,3.0,0.132
LI006757,O001286,P0067,4.0,0.098
LI006758,O006364,P0113,2.0,0.228
LI006759,O005128,P0120,4.0,0.187
LI006760,O004110,P0056,4.0,0.168
LI006761,O002435,P0049,1.0,0.014
LI006762,O000642,P0092,5.0,0.132
LI006763,O001046,P0022,1.0,0.03
LI006764,O004321,P0012,4.0,0.165
LI006765,O006379,P0049,1.0,0.075
LI006766,O004038,P0013,3.0,0.185
LI006767,O003048,P0105,4.0,0.195
LI006768,O001158,P0033,3.0,0.075
LI006769,O003250,P0047,3.0,0.244
LI006770,O003628,P0064,5.0,0.129
LI006771,O001544,P0083,3.0,0.054
LI006772,O000792,P0105,1.0,0.194
LI006773,O005659,P0017,1.0,0.19
LI006774,O000437,P0111,2.0,0.103
LI006775,O005171,P0034,5.0,0.165
LI006776,O006044,P0068,2.0,0.005
LI006777,O003515,P0039,3.0,0.073
LI006778,O006136,P0072,4.0,0.22
LI006779,O004677,P0097,1.0,0.058
LI006780,O006099,P0001,4.0,0.226
LI006781,O004783,P0005,2.0,0.145
LI006782,O004461,P0096,2.0,0.226
LI006783,O003960,P0040,1.0,0.033
LI006784,O004365,P0063,2.0,0.116
LI006785,O001717,P0001,4.0,0.074
LI006786,O003637,P0035,2.0,0.222
LI006787,O003365,P0086,4.0,0.085
LI006788,O005491,P0093,3.0,0.147
LI006789,O005672,P0017,5.0,0.207
LI006790,O004174,P0094,1.0,0.057
LI006791,O000189,P0099,2.0,0.011
LI006792,O005727,P0060,1.0,0.124
LI006793,O005422,P0001,2.0,0.171
LI006794,O002719,P0004,3.0,0.18
LI006795,O002406,P0009,4.0,0.104
LI006796,O005055,P0045,1.0,0.02
LI006797,O003931,P0032,3.0,0.101
LI006798,O003166,P0069,3.0,0.03
LI006799,O006480,P0014,5.0,0.018
LI006800,O000903,P0051,3.0,0.076
LI006801,O000341,P0090,5.0,0.194
LI006802,O002882,P0023,3.0,0.192
LI006803,O006216,P0046,4.0,0.152
LI006804,O005162,P0086,3.0,0.207
LI006805,O004507,P0027,4.0,0.125
LI006806,O004994,P0089,2.0,0.061
LI006807,O000644,P0036,3.0,0.142
LI006808,O000021,P0068,3.0,0.231
LI006809,O003073,P0032,2.0,0.009
LI006810,O000678,P0073,5.0,0.241
LI006811,O001100,P0066,4.0,0.186
LI006812,O002651,P0042,2.0,0.172
LI006813,O003470,P0050,2.0,0.153
LI006814,O004184,P0057,1.0,0.064
LI006815,O005714,P0103,2.0,0.221
LI006816,O002065,P0117,5.0,0.243
LI006817,O003401,P0064,5.0,0.231
LI006818,O002872,P0046,5.0,0.027
LI006819,O002431,P0117,4.0,0.184
LI006820,O005685,P0089,4.0,0.139
LI006821,O002688,P0111,3.0,0.197
LI006822,O005266,P0074,2.0,0.088
LI006823,O001417,P0101,5.0,0.239
LI006824,O004406,P0089,2.0,0.078
LI006825,O000492,P0104,3.0,0.184
LI006826,O000760,P0054,3.0,0.126
LI006827,O003502,P0053,5.0,0.154
LI006828,O000001,P0029,2.0,0.029
LI006829,O002089,P0037,3.0,0.153
LI006830,O003657,P0069,1.0,0.141
LI006831,O004768,P0014,4.0,0.18
LI006832,O000212,P0097,2.0,0.072
LI006833,O005453,P0027,5.0,0.208
LI006834,O003723,P0005,3.0,0.236
LI006835,O003518,P0115,3.0,0.221
LI006836,O001966,P0118,3.0,0.098
LI006837,O000304,P0044,4.0,0.191
LI006838,O004787,P0015,2.0,0.091
LI006839,O003773,P0067,3.0,0.216
LI006840,O001782,P0001,4.0,0.094
LI006841,O005930,P0024,1.0,0.047
LI006842,O003226,P0076,2.0,0.122
LI006843,O004712,P0109,5.0,0.034
LI006844,O004619,P0062,2.0,0.147
LI006845,O002073,P0078,3.0,0.144
LI006846,O000808,P0057,5.0,0.123
LI006847,O004121,P0106,2.0,0.151
LI006848,O001777,P0020,5.0,0.244
LI006849,O003191,P0058,2.0,0.096
LI006850,O004043,P0014,1.0,0.106
LI006851,O004204,P0078,1.0,0.069
LI006852,O001354,P0109,1.0,0.046
LI006853,O000180,P0053,2.0,0.072
LI006854,O000881,P0035,5.0,0.053
LI006855,O006275,P0062,1.0,0.108
LI006856,O001831,P0061,4.0,0.058
LI006857,O004699,P0120,4.0,0.129
LI006858,O004003,P0019,1.0,0.072
LI006859,O002801,P0084,1.0,0.106
LI006860,O004264,P0042,3.0,0.032
LI006861,O000223,P0044,4.0,0.041
LI006862,O004565,P0087,4.0,0.154
LI006863,O004374,P0098,1.0,0.141
LI006864,O002238,P0001,3.0,0.043
LI006865,O002579,P0068,5.0,0.074
LI006866,O005646,P0104,3.0,0.055
LI006867,O006117,P0081,3.0,0.199
LI006868,O001779,P0090,4.0,0.091
LI006869,O000621,P0078,1.0,0.101
LI006870,O001214,P0046,1.0,0.166
LI006871,O004055,P0051,1.0,0.081
LI006872,O004314,P0032,3.0,0.094
LI006873,O005431,P0100,3.0,0.199
LI006874,O006380,P0084,2.0,0.199
LI006875,O004264,P0080,5.0,0.151
LI006876,O002828,P0115,2.0,0.14
LI006877,O002241,P0019,5.0,0.045
LI006878,O006386,P0109,2.0,0.118
LI006879,O005282,P0039,2.0,0.069
LI006880,O001363,P0088,2.0,0.182
LI006881,O002839,P0014,2.0,0.157
LI006882,O002503,P0029,3.0,0.094
LI006883,O002241,P0042,5.0,0.134
LI006884,O005522,P0014,2.0,0.105
LI006885,O005162,P0116,2.0,0.037
LI006886,O000093,P0011,1.0,0.195
LI006887,O001239,P0075,3.0,0.225
LI006888,O006493,P0047,4.0,0.233
LI006889,O004609,P0104,1.0,0.197
LI006890,O003471,P0024,4.0,0.205
LI006891,O003236,P0022,2.0,0.014
LI006892,O004202,P0049,5.0,0.195
LI006893,O005352,P0055,4.0,0.076
LI006894,O002765,P0055,4.0,0.034
LI006895,O003605,P0085,4.0,0.13
LI006896,O005297,P0070,5.0,0.143
LI006897,O005799,P0078,1.0,0.121
LI006898,O005414,P0073,3.0,0.163
LI006899,O002836,P0035,5.0,0.179
LI006900,O005972,P0044,1.0,0.034
LI006901,O005640,P0036,2.0,0.154
LI006902,O003902,P0089,1.0,0.014
LI006903,O005332,P0015,4.0,0.112
LI006904,O003235,P0045,1.0,0.025
LI006905,O003629,P0062,1.0,0.112
LI006906,O005013,P0092,2.0,0.044
LI006907,O001769,P0050,2.0,0.184
LI006908,O005173,P0078,1.0,0.225
LI006909,O005353,P0013,5.0,0.042
LI006910,O003510,P0105,2.0,0.184
LI006911,O002902,P0031,4.0,0.037
LI006912,O001542,P0005,5.0,0.108
LI006913,O005047,P0083,1.0,0.156
LI006914,O002092,P0008,4.0,0.134
LI006915,O002651,P0013,4.0,0.014
LI006916,O001732,P0041,5.0,0.091
LI006917,O005636,P0017,1.0,0.118
LI006918,O000092,P0032,4.0,0.098
LI006919,O004855,P0005,2.0,0.166
LI006920,O000731,P0009,2.0,0.222
LI006921,O005050,P0107,5.0,0.167
LI006922,O005558,P0034,2.0,0.147
LI006923,O004433,P0109,3.0,0.037
LI006924,O003815,P0001,1.0,0.087
LI006925,O005414,P0040,4.0,0.137
LI006926,O000700,P0079,4.0,0.234
LI006927,O005021,P0054,5.0,0.076
LI006928,O003015,P0032,5.0,0.084
LI006929,O002312,P0098,4.0,0.147
LI006930,O006249,P0099,2.0,0.225
LI006931,O002017,P0117,5.0,0.136
LI006932,O006368,P0113,3.0,0.044
LI006933,O003491,P0050,5.0,0.019
LI006934,O000978,P0059,2.0,0.222
LI006935,O004211,P0092,1.0,0.167
LI006936,O001259,P0081,3.0,0.055
LI006937,O003856,P0062,5.0,0.181
LI006938,O001298,P0110,1.0,0.18
LI006939,O001979,P0011,1.0,0.193
LI006940,O004130,P0023,4.0,0.223
LI006941,O005508,P0119,2.0,0.038
LI006942,O001733,P0026,4.0,0.239
LI006943,O002943,P0063,2.0,0.25
LI006944,O002510,P0046,1.0,0.004
LI006945,O000449,P0069,5.0,0.023
LI006946,O001238,P0090,2.0,0.108
LI006947,O005166,P0006,2.0,0.009
LI006948,O004501,P0051,1.0,0.184
LI006949,O000333,P0043,3.0,0.163
LI006950,O006134,P0098,1.0,0.194
LI006951,O006384,P0042,1.0,0.25
LI006952,O005374,P0013,2.0,0.233
LI006953,O004324,P0025,1.0,0.075
LI006954,O000166,P0002,4.0,0.099
LI006955,O004681,P0014,1.0,0.194
LI006956,O004833,P0017,5.0,0.097
LI006957,O005631,P0105,1.0,0.175
LI006958,O004694,P0104,1.0,0.23
LI006959,O004689,P0040,5.0,0.101
LI006960,O004028,P0039,3.0,0.14
LI006961,O002775,P0025,3.0,0.21
LI006962,O001700,P0091,3.0,0.119
LI006963,O001414,P0048,4.0,0.072
LI006964,O001447,P0115,5.0,0.065
LI006965,O005021,P0088,4.0,0.018
LI006966,O003483,P0049,4.0,0.083
LI006967,O004745,P0033,4.0,0.171
LI006968,O001688,P0027,5.0,0.015
LI006969,O000447,P0045,2.0,0.069
LI006970,O003475,P0031,2.0,0.028
LI006971,O000097,P0063,3.0,0.101
LI006972,O002427,P0112,4.0,0.023
LI006973,O002718,P0038,3.0,0.187
LI006974,O003258,P0079,4.0,0.232
LI006975,O005800,P0108,3.0,0.048
LI006976,O005364,P0120,1.0,0.063
LI006977,O004727,P0040,5.0,0.04
LI006978,O000503,P0058,4.0,0.047
LI006979,O004384,P0065,4.0,0.078
LI006980,O004465,P0011,4.0,0.07
LI006981,O000065,P0015,5.0,0.096
LI006982,O004258,P0097,1.0,0.131
LI006983,O005914,P0057,2.0,0.182
LI006984,O000662,P0112,5.0,0.221
LI006985,O003490,P0096,1.0,0.115
LI006986,O000481,P0025,3.0,0.227
LI006987,O005753,P0039,4.0,0.17
LI006988,O006413,P0033,4.0,0.182
LI006989,O005887,P0029,2.0,0.131
LI006990,O004663,P0058,3.0,0.131
LI006991,O003262,P0098,1.0,0.133
LI006992,O000406,P0072,3.0,0.123
LI006993,O004861,P0120,3.0,0.115
LI006994,O003561,P0011,2.0,0.194
LI006995,O003384,P0013,1.0,0.097
LI006996,O003668,P0069,2.0,0.052
LI006997,O006037,P0114,1.0,0.034
LI006998,O004962,P0083,5.0,0.22
LI006999,O001118,P0021,5.0,0.216
LI007000,O002438,P0003,4.0,0.061
LI007001,O003483,P0026,2.0,0.03
LI007002,O005332,P0033,5.0,0.24
LI007003,O003710,P0094,3.0,0.121
LI007004,O003441,P0022,3.0,0.023
LI007005,O000742,P0062,5.0,0.054
LI007006,O003240,P0005,2.0,0.176
LI007007,O002922,P0019,4.0,0.02
LI007008,O001832,P0009,3.0,0.108
LI007009,O004139,P0058,4.0,0.107
LI007010,O005562,P0024,3.0,0.171
LI007011,O005635,P0039,1.0,0.05
LI007012,O000911,P0076,5.0,0.246
LI007013,O004013,P0110,2.0,0.039
LI007014,O004703,P0061,3.0,0.15
LI007015,O001419,P0048,5.0,0.082
LI007016,O006382,P0109,4.0,0.033
LI007017,O005799,P0091,2.0,0.135
LI007018,O004815,P0050,2.0,0.042
LI007019,O004310,P0062,5.0,0.17
LI007020,O004039,P0106,5.0,0.008
LI007021,O003640,P0053,5.0,0.128
LI007022,O003446,P0021,1.0,0.055
LI007023,O000132,P0038,1.0,0.237
LI007024,O002057,P0118,2.0,0.178
LI007025,O005863,P0099,5.0,0.189
LI007026,O000153,P0096,1.0,0.176
LI007027,O002479,P0059,2.0,0.166
LI007028,O000483,P0100,3.0,0.035
LI007029,O006117,P0097,5.0,0.249
LI007030,O000305,P0043,1.0,0.164
LI007031,O006428,P0017,2.0,0.224
LI007032,O002520,P0069,5.0,0.126
LI007033,O006113,P0044,2.0,0.071
LI007034,O000993,P0084,3.0,0.109
LI007035,O002238,P0063,2.0,0.1
LI007036,O005648,P0023,2.0,0.004
LI007037,O002560,P0103,3.0,0.169
LI007038,O004439,P0068,4.0,0.184
LI007039,O000715,P0026,5.0,0.01
LI007040,O001710,P0094,3.0,0.061
LI007041,O001058,P0048,3.0,0.166
LI007042,O000471,P0047,5.0,0.08
LI007043,O003466,P0046,2.0,0.233
LI007044,O000741,P0029,1.0,0.028
LI007045,O003567,P0034,5.0,0.232
LI007046,O000513,P0010,3.0,0.228
LI007047,O003394,P0020,2.0,0.239
LI007048,O005235,P0088,4.0,0.019
LI007049,O003286,P0034,2.0,0.068
LI007050,O003838,P0101,1.0,0.063
LI007051,O002193,P0013,2.0,0.221
LI007052,O004655,P0087,1.0,0.202
LI007053,O004888,P0010,4.0,0.04
LI007054,O005298,P0086,4.0,0.035
LI007055,O005845,P0045,2.0,0.119
LI007056,O000360,P0078,5.0,0.043
LI007057,O000285,P0089,5.0,0.119
LI007058,O003317,P0082,5.0,0.211
LI007059,O003278,P0084,4.0,0.125
LI007060,O002632,P0119,1.0,0.181
LI007061,O001758,P0092,3.0,0.063
LI007062,O002775,P0008,2.0,0.066
LI007063,O005480,P0005,1.0,0.148
LI007064,O001523,P0085,3.0,0.213
LI007065,O005261,P0020,4.0,0.133
LI007066,O005788,P0044,3.0,0.05
LI007067,O001246,P0080,4.0,0.054
LI007068,O001413,P0058,4.0,0.154
LI007069,O005450,P0020,1.0,0.026
LI007070,O004839,P0115,5.0,0.016
LI007071,O001417,P0089,5.0,0.026
LI007072,O000358,P0071,1.0,0.098
LI007073,O003466,P0089,2.0,0.089
LI007074,O006049,P0100,4.0,0.001
LI007075,O004136,P0115,2.0,0.04
LI007076,O002950,P0074,4.0,0.087
LI007077,O006417,P0040,4.0,0.107
LI007078,O003142,P0016,5.0,0.101
LI007079,O002877,P0004,5.0,0.08
LI007080,O004554,P0010,4.0,0.203
LI007081,O006065,P0051,5.0,0.104
LI007082,O006378,P0048,5.0,0.161
LI007083,O000197,P0095,3.0,0.208
LI007084,O001875,P0076,3.0,0.213
LI007085,O005831,P0020,4.0,0.214
LI007086,O000938,P0032,5.0,0.124
LI007087,O002195,P0066,3.0,0.165
LI007088,O003531,P0060,2.0,0.079
LI007089,O004126,P0011,4.0,0.215
LI007090,O006251,P0020,4.0,0.053
LI007091,O005798,P0023,2.0,0.197
LI007092,O000390,P0077,4.0,0.117
LI007093,O002927,P0035,5.0,0.075
LI007094,O005241,P0017,3.0,0.095
LI007095,O000347,P0010,1.0,0.147
LI007096,O002845,P0104,3.0,0.232
LI007097,O000119,P0038,2.0,0.024
LI007098,O004616,P0078,1.0,0.23
LI007099,O001239,P0083,5.0,0.204
LI007100,O002781,P0032,5.0,0.147
LI007101,O002128,P0120,3.0,0.033
LI007102,O002467,P0054,4.0,0.203
LI007103,O000584,P0097,4.0,0.173
LI007104,O002760,P0057,2.0,0.124
LI007105,O001709,P0107,4.0,0.221
LI007106,O005409,P0089,5.0,0.166
LI007107,O006378,P0025,1.0,0.072
LI007108,O006405,P0014,3.0,0.011
LI007109,O006078,P0045,3.0,0.19
LI007110,O002705,P0044,3.0,0.064
LI007111,O005142,P0118,4.0,0.07
LI007112,O006222,P0038,1.0,0.112
LI007113,O004838,P0036,4.0,0.187
LI007114,O000672,P0088,4.0,0.231
LI007115,O001772,P0105,5.0,0.054
LI007116,O001686,P0039,5.0,0.221
LI007117,O002078,P0039,4.0,0.151
LI007118,O002486,P0013,2.0,0.214
LI007119,O001697,P0066,2.0,0.212
LI007120,O003602,P0034,2.0,0.098
LI007121,O004159,P0015,4.0,0.17
LI007122,O001454,P0058,1.0,0.237
LI007123,O003207,P0112,2.0,0.168
LI007124,O004253,P0059,5.0,0.115
LI007125,O002991,P0066,3.0,0.093
LI007126,O004873,P0052,3.0,0.036
LI007127,O002302,P0089,4.0,0.25
LI007128,O003259,P0069,3.0,0.164
LI007129,O006000,P0098,4.0,0.069
LI007130,O001351,P0116,3.0,0.019
LI007131,O006343,P0103,1.0,0.188
LI007132,O005435,P0005,1.0,0.214
LI007133,O004102,P0043,1.0,0.107
LI007134,O003950,P0008,1.0,0.239
LI007135,O001280,P0113,2.0,0.082
LI007136,O005999,P0078,5.0,0.189
LI007137,O000821,P0093,1.0,0.066
LI007138,O001344,P0094,2.0,0.084
LI007139,O006120,P0063,4.0,0.151
LI007140,O002296,P0101,3.0,0.009
LI007141,O000004,P0068,3.0,0.053
LI007142,O002561,P0035,2.0,0.044
LI007143,O002554,P0071,3.0,0.082
LI007144,O000031,P0090,1.0,0.194
LI007145,O005953,P0032,3.0,0.227
LI007146,O001653,P0107,1.0,0.003
LI007147,O001299,P0097,1.0,0.064
LI007148,O004805,P0118,3.0,0.006
LI007149,O000886,P0024,2.0,0.215
LI007150,O001201,P0050,4.0,0.05
LI007151,O003359,P0118,2.0,0.193
LI007152,O001980,P0059,5.0,0.008
LI007153,O004844,P0065,5.0,0.1
LI007154,O004039,P0093,1.0,0.09
LI007155,O002127,P0112,1.0,0.082
LI007156,O002291,P0109,2.0,0.143
LI007157,O003895,P0038,2.0,0.098
LI007158,O004597,P0038,1.0,0.101
LI007159,O000205,P0021,4.0,0.047
LI007160,O001484,P0023,4.0,0.104
LI007161,O005503,P0046,5.0,0.185
LI007162,O002771,P0069,4.0,0.081
LI007163,O004429,P0030,3.0,0.214
LI007164,O002651,P0040,1.0,0.042
LI007165,O004262,P0082,2.0,0.212
LI007166,O002209,P0070,1.0,0.154
LI007167,O000006,P0069,3.0,0.106
LI007168,O006349,P0042,4.0,0.009
LI007169,O000532,P0018,1.0,0.032
LI007170,O005797,P0059,3.0,0.104
LI007171,O002093,P0013,4.0,0.219
LI007172,O004553,P0119,5.0,0.239
LI007173,O000227,P0084,5.0,0.232
LI007174,O006143,P0102,5.0,0.069
LI007175,O002100,P0021,3.0,0.064
LI007176,O005839,P0068,3.0,0.185
LI007177,O004567,P0077,2.0,0.235
LI007178,O000897,P0082,2.0,0.033
